pred: fhes0, true: fadg0, file: sa1, noise: SIGNAL020.wav, level: 0 dB.
pred: fdjh0, true: fdjh0, file: sa2, noise: SIGNAL003.wav, level: 10 dB.
pred: fjrb0, true: fdkn0, file: sa1, noise: SIGNAL004.wav, level: 10 dB.
pred: fjsk0, true: fdkn0, file: sa2, noise: SIGNAL010.wav, level: 10 dB.
pred: fpac0, true: fdml0, file: sa1, noise: SIGNAL004.wav, level: 10 dB.
pred: fbjl0, true: fdml0, file: sa2, noise: SIGNAL007.wav, level: 10 dB.
pred: fdms0, true: fdms0, file: sa1, noise: SIGNAL022.wav, level: 10 dB.
pred: fdms0, true: fdms0, file: sa2, noise: SIGNAL007.wav, level: 10 dB.
pred: fdmy0, true: fdmy0, file: sa1, noise: SIGNAL005.wav, level: 10 dB.
pred: fdmy0, true: fdmy0, file: sa2, noise: SIGNAL018.wav, level: 10 dB.
pred: fdjh0, true: fdnc0, file: sa1, noise: SIGNAL007.wav, level: 10 dB.
pred: fdnc0, true: fdnc0, file: sa2, noise: SIGNAL024.wav, level: 10 dB.
pred: fpac0, true: fdrd1, file: sa1, noise: SIGNAL022.wav, level: 10 dB.
pred: fpac0, true: fdrd1, file: sa2, noise: SIGNAL006.wav, level: 10 dB.
pred: fdrw0, true: fdrw0, file: sa1, noise: SIGNAL023.wav, level: 10 dB.
pred: fdrw0, true: fdrw0, file: sa2, noise: SIGNAL012.wav, level: 10 dB.
pred: fdtd0, true: fdtd0, file: sa1, noise: SIGNAL010.wav, level: 10 dB.
pred: fdtd0, true: fdtd0, file: sa2, noise: SIGNAL022.wav, level: 10 dB.
pred: fdxw0, true: fdxw0, file: sa1, noise: SIGNAL001.wav, level: 10 dB.
pred: fdxw0, true: fdxw0, file: sa2, noise: SIGNAL022.wav, level: 10 dB.
pred: fdrd1, true: feac0, file: sa1, noise: SIGNAL003.wav, level: 10 dB.
pred: feac0, true: feac0, file: sa2, noise: SIGNAL021.wav, level: 10 dB.
pred: fear0, true: fear0, file: sa1, noise: SIGNAL016.wav, level: 10 dB.
pred: fear0, true: fear0, file: sa2, noise: SIGNAL013.wav, level: 10 dB.
pred: fecd0, true: fecd0, file: sa1, noise: SIGNAL024.wav, level: 10 dB.
pred: fecd0, true: fecd0, file: sa2, noise: SIGNAL005.wav, level: 10 dB.
pred: fedw0, true: fedw0, file: sa1, noise: SIGNAL004.wav, level: 10 dB.
pred: fedw0, true: fedw0, file: sa2, noise: SIGNAL013.wav, level: 10 dB.
pred: feeh0, true: feeh0, file: sa1, noise: SIGNAL005.wav, level: 10 dB.
pred: feeh0, true: feeh0, file: sa2, noise: SIGNAL021.wav, level: 10 dB.
pred: fjrb0, true: felc0, file: sa1, noise: SIGNAL006.wav, level: 10 dB.
pred: felc0, true: felc0, file: sa2, noise: SIGNAL001.wav, level: 10 dB.
pred: feme0, true: feme0, file: sa1, noise: SIGNAL013.wav, level: 10 dB.
pred: feme0, true: feme0, file: sa2, noise: SIGNAL016.wav, level: 10 dB.
pred: flja0, true: fetb0, file: sa1, noise: SIGNAL003.wav, level: 10 dB.
pred: fetb0, true: fetb0, file: sa2, noise: SIGNAL013.wav, level: 10 dB.
pred: fexm0, true: fexm0, file: sa1, noise: SIGNAL005.wav, level: 10 dB.
pred: fexm0, true: fexm0, file: sa2, noise: SIGNAL022.wav, level: 10 dB.
pred: fdtd0, true: fgcs0, file: sa1, noise: SIGNAL004.wav, level: 10 dB.
pred: fgcs0, true: fgcs0, file: sa2, noise: SIGNAL004.wav, level: 10 dB.
pred: fgdp0, true: fgdp0, file: sa1, noise: SIGNAL016.wav, level: 10 dB.
pred: fgdp0, true: fgdp0, file: sa2, noise: SIGNAL004.wav, level: 10 dB.
pred: fpad0, true: fgjd0, file: sa1, noise: SIGNAL014.wav, level: 10 dB.
pred: fpaz0, true: fgjd0, file: sa2, noise: SIGNAL015.wav, level: 10 dB.
pred: fnmr0, true: fgmb0, file: sa1, noise: SIGNAL002.wav, level: 10 dB.
pred: fjrp1, true: fgmb0, file: sa2, noise: SIGNAL023.wav, level: 10 dB.
pred: freh0, true: fgmd0, file: sa1, noise: SIGNAL022.wav, level: 10 dB.
pred: fvfb0, true: fgmd0, file: sa2, noise: SIGNAL023.wav, level: 10 dB.
pred: fgrw0, true: fgrw0, file: sa1, noise: SIGNAL012.wav, level: 10 dB.
pred: fgrw0, true: fgrw0, file: sa2, noise: SIGNAL005.wav, level: 10 dB.
pred: fgwr0, true: fgwr0, file: sa1, noise: SIGNAL006.wav, level: 10 dB.
pred: fgwr0, true: fgwr0, file: sa2, noise: SIGNAL009.wav, level: 10 dB.
pred: fdjh0, true: fhes0, file: sa1, noise: SIGNAL002.wav, level: 10 dB.
pred: fhes0, true: fhes0, file: sa2, noise: SIGNAL015.wav, level: 10 dB.
pred: frll0, true: fhew0, file: sa1, noise: SIGNAL014.wav, level: 10 dB.
pred: fdjh0, true: fhew0, file: sa2, noise: SIGNAL021.wav, level: 10 dB.
pred: fjdm2, true: fhlm0, file: sa1, noise: SIGNAL011.wav, level: 10 dB.
pred: fsjs0, true: fhlm0, file: sa2, noise: SIGNAL022.wav, level: 10 dB.
pred: fhxs0, true: fhxs0, file: sa1, noise: SIGNAL021.wav, level: 10 dB.
pred: fhxs0, true: fhxs0, file: sa2, noise: SIGNAL007.wav, level: 10 dB.
pred: fisb0, true: fisb0, file: sa1, noise: SIGNAL012.wav, level: 10 dB.
pred: fisb0, true: fisb0, file: sa2, noise: SIGNAL024.wav, level: 10 dB.
pred: fjrb0, true: fjas0, file: sa1, noise: SIGNAL014.wav, level: 10 dB.
pred: fjas0, true: fjas0, file: sa2, noise: SIGNAL006.wav, level: 10 dB.
pred: fjcs0, true: fjcs0, file: sa1, noise: SIGNAL011.wav, level: 10 dB.
pred: fskl0, true: fjcs0, file: sa2, noise: SIGNAL010.wav, level: 10 dB.
pred: fjdm2, true: fjdm2, file: sa1, noise: SIGNAL017.wav, level: 10 dB.
pred: fjdm2, true: fjdm2, file: sa2, noise: SIGNAL001.wav, level: 10 dB.
pred: fjem0, true: fjem0, file: sa1, noise: SIGNAL009.wav, level: 10 dB.
pred: fjem0, true: fjem0, file: sa2, noise: SIGNAL017.wav, level: 10 dB.
pred: fbjl0, true: fjen0, file: sa1, noise: SIGNAL020.wav, level: 10 dB.
pred: fmcm0, true: fjen0, file: sa2, noise: SIGNAL004.wav, level: 10 dB.
pred: mmxs0, true: fjhk0, file: sa1, noise: SIGNAL009.wav, level: 10 dB.
pred: fdtd0, true: fjhk0, file: sa2, noise: SIGNAL023.wav, level: 10 dB.
pred: fjkl0, true: fjkl0, file: sa1, noise: SIGNAL004.wav, level: 10 dB.
pred: fjkl0, true: fjkl0, file: sa2, noise: SIGNAL022.wav, level: 10 dB.
pred: fjlg0, true: fjlg0, file: sa1, noise: SIGNAL012.wav, level: 10 dB.
pred: fjlg0, true: fjlg0, file: sa2, noise: SIGNAL022.wav, level: 10 dB.
pred: fpaz0, true: fjlm0, file: sa1, noise: SIGNAL002.wav, level: 10 dB.
pred: fjlm0, true: fjlm0, file: sa2, noise: SIGNAL023.wav, level: 10 dB.
pred: fjlr0, true: fjlr0, file: sa1, noise: SIGNAL014.wav, level: 10 dB.
pred: fcrh0, true: fjlr0, file: sa2, noise: SIGNAL004.wav, level: 10 dB.
pred: fjmg0, true: fjmg0, file: sa1, noise: SIGNAL016.wav, level: 10 dB.
pred: fsgf0, true: fjmg0, file: sa2, noise: SIGNAL020.wav, level: 10 dB.
pred: fjrb0, true: fjrb0, file: sa1, noise: SIGNAL010.wav, level: 10 dB.
pred: fjrb0, true: fjrb0, file: sa2, noise: SIGNAL016.wav, level: 10 dB.
pred: fjre0, true: fjre0, file: sa1, noise: SIGNAL018.wav, level: 10 dB.
pred: fjre0, true: fjre0, file: sa2, noise: SIGNAL016.wav, level: 10 dB.
pred: fgcs0, true: fjrp1, file: sa1, noise: SIGNAL021.wav, level: 10 dB.
pred: fjrp1, true: fjrp1, file: sa2, noise: SIGNAL009.wav, level: 10 dB.
pred: fjsa0, true: fjsa0, file: sa1, noise: SIGNAL015.wav, level: 10 dB.
pred: fjsa0, true: fjsa0, file: sa2, noise: SIGNAL009.wav, level: 10 dB.
pred: fbjl0, true: fjsj0, file: sa1, noise: SIGNAL020.wav, level: 10 dB.
pred: fjsj0, true: fjsj0, file: sa2, noise: SIGNAL021.wav, level: 10 dB.
pred: fjsk0, true: fjsk0, file: sa1, noise: SIGNAL001.wav, level: 10 dB.
pred: falk0, true: fjsk0, file: sa2, noise: SIGNAL011.wav, level: 10 dB.
pred: fjsp0, true: fjsp0, file: sa1, noise: SIGNAL012.wav, level: 10 dB.
pred: fjsp0, true: fjsp0, file: sa2, noise: SIGNAL024.wav, level: 10 dB.
pred: fjwb0, true: fjwb0, file: sa1, noise: SIGNAL004.wav, level: 10 dB.
pred: fjwb0, true: fjwb0, file: sa2, noise: SIGNAL004.wav, level: 10 dB.
pred: fjwb1, true: fjwb1, file: sa1, noise: SIGNAL016.wav, level: 10 dB.
pred: fjwb1, true: fjwb1, file: sa2, noise: SIGNAL005.wav, level: 10 dB.
pred: fjxm0, true: fjxm0, file: sa1, noise: SIGNAL022.wav, level: 10 dB.
pred: fjxm0, true: fjxm0, file: sa2, noise: SIGNAL019.wav, level: 10 dB.
pred: fjxp0, true: fjxp0, file: sa1, noise: SIGNAL005.wav, level: 10 dB.
pred: fjxp0, true: fjxp0, file: sa2, noise: SIGNAL014.wav, level: 10 dB.
pred: fgcs0, true: fkaa0, file: sa1, noise: SIGNAL021.wav, level: 10 dB.
pred: fkaa0, true: fkaa0, file: sa2, noise: SIGNAL023.wav, level: 10 dB.
pred: fdjh0, true: fkde0, file: sa1, noise: SIGNAL002.wav, level: 10 dB.
pred: fjlg0, true: fkde0, file: sa2, noise: SIGNAL004.wav, level: 10 dB.
pred: fkdw0, true: fkdw0, file: sa1, noise: SIGNAL004.wav, level: 10 dB.
pred: fpad0, true: fkdw0, file: sa2, noise: SIGNAL003.wav, level: 10 dB.
pred: fkfb0, true: fkfb0, file: sa1, noise: SIGNAL016.wav, level: 10 dB.
pred: fkfb0, true: fkfb0, file: sa2, noise: SIGNAL007.wav, level: 10 dB.
pred: fpaz0, true: fkkh0, file: sa1, noise: SIGNAL015.wav, level: 10 dB.
pred: fkkh0, true: fkkh0, file: sa2, noise: SIGNAL016.wav, level: 10 dB.
pred: fklc0, true: fklc0, file: sa1, noise: SIGNAL012.wav, level: 10 dB.
pred: fklc0, true: fklc0, file: sa2, noise: SIGNAL020.wav, level: 10 dB.
pred: fklc1, true: fklc1, file: sa1, noise: SIGNAL017.wav, level: 10 dB.
pred: fklc1, true: fklc1, file: sa2, noise: SIGNAL012.wav, level: 10 dB.
pred: fmjf0, true: fklh0, file: sa1, noise: SIGNAL002.wav, level: 10 dB.
pred: fklh0, true: fklh0, file: sa2, noise: SIGNAL022.wav, level: 10 dB.
pred: fisb0, true: fkms0, file: sa1, noise: SIGNAL005.wav, level: 10 dB.
pred: fkms0, true: fkms0, file: sa2, noise: SIGNAL018.wav, level: 10 dB.
pred: fksr0, true: fksr0, file: sa1, noise: SIGNAL013.wav, level: 10 dB.
pred: fksr0, true: fksr0, file: sa2, noise: SIGNAL021.wav, level: 10 dB.
pred: fpad0, true: flac0, file: sa1, noise: SIGNAL018.wav, level: 10 dB.
pred: flac0, true: flac0, file: sa2, noise: SIGNAL007.wav, level: 10 dB.
pred: flag0, true: flag0, file: sa1, noise: SIGNAL016.wav, level: 10 dB.
pred: fgcs0, true: flag0, file: sa2, noise: SIGNAL014.wav, level: 10 dB.
pred: flas0, true: flas0, file: sa1, noise: SIGNAL007.wav, level: 10 dB.
pred: flas0, true: flas0, file: sa2, noise: SIGNAL009.wav, level: 10 dB.
pred: flbw0, true: flbw0, file: sa1, noise: SIGNAL010.wav, level: 10 dB.
pred: fmcm0, true: flbw0, file: sa2, noise: SIGNAL004.wav, level: 10 dB.
pred: fisb0, true: fleh0, file: sa1, noise: SIGNAL010.wav, level: 10 dB.
pred: fjdm2, true: fleh0, file: sa2, noise: SIGNAL010.wav, level: 10 dB.
pred: flet0, true: flet0, file: sa1, noise: SIGNAL012.wav, level: 10 dB.
pred: fpaz0, true: flet0, file: sa2, noise: SIGNAL011.wav, level: 10 dB.
pred: fram1, true: flhd0, file: sa1, noise: SIGNAL005.wav, level: 10 dB.
pred: flhd0, true: flhd0, file: sa2, noise: SIGNAL022.wav, level: 10 dB.
pred: fpad0, true: flja0, file: sa1, noise: SIGNAL020.wav, level: 10 dB.
pred: fjmg0, true: flja0, file: sa2, noise: SIGNAL007.wav, level: 10 dB.
pred: frjb0, true: fljd0, file: sa1, noise: SIGNAL003.wav, level: 10 dB.
pred: fljd0, true: fljd0, file: sa2, noise: SIGNAL017.wav, level: 10 dB.
pred: fljg0, true: fljg0, file: sa1, noise: SIGNAL003.wav, level: 10 dB.
pred: fljg0, true: fljg0, file: sa2, noise: SIGNAL010.wav, level: 10 dB.
pred: flkd0, true: flkd0, file: sa1, noise: SIGNAL002.wav, level: 10 dB.
pred: flkd0, true: flkd0, file: sa2, noise: SIGNAL010.wav, level: 10 dB.
pred: fgcs0, true: flkm0, file: sa1, noise: SIGNAL022.wav, level: 10 dB.
pred: fjrb0, true: flkm0, file: sa2, noise: SIGNAL021.wav, level: 10 dB.
pred: flma0, true: flma0, file: sa1, noise: SIGNAL023.wav, level: 10 dB.
pred: flma0, true: flma0, file: sa2, noise: SIGNAL009.wav, level: 10 dB.
pred: flmc0, true: flmc0, file: sa1, noise: SIGNAL006.wav, level: 10 dB.
pred: freh0, true: flmc0, file: sa2, noise: SIGNAL013.wav, level: 10 dB.
pred: fpad0, true: flmk0, file: sa1, noise: SIGNAL005.wav, level: 10 dB.
pred: fhes0, true: flmk0, file: sa2, noise: SIGNAL021.wav, level: 10 dB.
pred: fsjs0, true: flnh0, file: sa1, noise: SIGNAL005.wav, level: 10 dB.
pred: fmld0, true: flnh0, file: sa2, noise: SIGNAL018.wav, level: 10 dB.
pred: flod0, true: flod0, file: sa1, noise: SIGNAL016.wav, level: 10 dB.
pred: flod0, true: flod0, file: sa2, noise: SIGNAL024.wav, level: 10 dB.
pred: fltm0, true: fltm0, file: sa1, noise: SIGNAL011.wav, level: 10 dB.
pred: fltm0, true: fltm0, file: sa2, noise: SIGNAL019.wav, level: 10 dB.
pred: fmaf0, true: fmaf0, file: sa1, noise: SIGNAL022.wav, level: 10 dB.
pred: fmaf0, true: fmaf0, file: sa2, noise: SIGNAL013.wav, level: 10 dB.
pred: fjkl0, true: fmah0, file: sa1, noise: SIGNAL002.wav, level: 10 dB.
pred: fdjh0, true: fmah0, file: sa2, noise: SIGNAL020.wav, level: 10 dB.
pred: fmah1, true: fmah1, file: sa1, noise: SIGNAL006.wav, level: 10 dB.
pred: fmah1, true: fmah1, file: sa2, noise: SIGNAL007.wav, level: 10 dB.
pred: fjem0, true: fmbg0, file: sa1, noise: SIGNAL008.wav, level: 10 dB.
pred: fmbg0, true: fmbg0, file: sa2, noise: SIGNAL013.wav, level: 10 dB.
pred: fsls0, true: fmcm0, file: sa1, noise: SIGNAL007.wav, level: 10 dB.
pred: fdhc0, true: fmcm0, file: sa2, noise: SIGNAL003.wav, level: 10 dB.
pred: fmem0, true: fmem0, file: sa1, noise: SIGNAL006.wav, level: 10 dB.
pred: fmem0, true: fmem0, file: sa2, noise: SIGNAL003.wav, level: 10 dB.
pred: fmgd0, true: fmgd0, file: sa1, noise: SIGNAL016.wav, level: 10 dB.
pred: fmgd0, true: fmgd0, file: sa2, noise: SIGNAL007.wav, level: 10 dB.
pred: fmjb0, true: fmjb0, file: sa1, noise: SIGNAL003.wav, level: 10 dB.
pred: fmjb0, true: fmjb0, file: sa2, noise: SIGNAL003.wav, level: 10 dB.
pred: fmjf0, true: fmjf0, file: sa1, noise: SIGNAL012.wav, level: 10 dB.
pred: fmjf0, true: fmjf0, file: sa2, noise: SIGNAL013.wav, level: 10 dB.
pred: fmju0, true: fmju0, file: sa1, noise: SIGNAL014.wav, level: 10 dB.
pred: fcmh1, true: fmju0, file: sa2, noise: SIGNAL015.wav, level: 10 dB.
pred: fmkc0, true: fmkc0, file: sa1, noise: SIGNAL010.wav, level: 10 dB.
pred: fgcs0, true: fmkc0, file: sa2, noise: SIGNAL014.wav, level: 10 dB.
pred: fjdm2, true: fmkf0, file: sa1, noise: SIGNAL002.wav, level: 10 dB.
pred: fbjl0, true: fmkf0, file: sa2, noise: SIGNAL007.wav, level: 10 dB.
pred: fmld0, true: fmld0, file: sa1, noise: SIGNAL005.wav, level: 10 dB.
pred: fmld0, true: fmld0, file: sa2, noise: SIGNAL009.wav, level: 10 dB.
pred: fkms0, true: fmmh0, file: sa1, noise: SIGNAL005.wav, level: 10 dB.
pred: fjre0, true: fmmh0, file: sa2, noise: SIGNAL006.wav, level: 10 dB.
pred: fmml0, true: fmml0, file: sa1, noise: SIGNAL012.wav, level: 10 dB.
pred: fmml0, true: fmml0, file: sa2, noise: SIGNAL007.wav, level: 10 dB.
pred: fcau0, true: fmpg0, file: sa1, noise: SIGNAL003.wav, level: 10 dB.
pred: fmpg0, true: fmpg0, file: sa2, noise: SIGNAL012.wav, level: 10 dB.
pred: fnkl0, true: fnkl0, file: sa1, noise: SIGNAL022.wav, level: 10 dB.
pred: fnkl0, true: fnkl0, file: sa2, noise: SIGNAL012.wav, level: 10 dB.
pred: fnlp0, true: fnlp0, file: sa1, noise: SIGNAL002.wav, level: 10 dB.
pred: fnlp0, true: fnlp0, file: sa2, noise: SIGNAL009.wav, level: 10 dB.
pred: fnmr0, true: fnmr0, file: sa1, noise: SIGNAL010.wav, level: 10 dB.
pred: faem0, true: fnmr0, file: sa2, noise: SIGNAL014.wav, level: 10 dB.
pred: fntb0, true: fntb0, file: sa1, noise: SIGNAL019.wav, level: 10 dB.
pred: fntb0, true: fntb0, file: sa2, noise: SIGNAL011.wav, level: 10 dB.
pred: fpab1, true: fpab1, file: sa1, noise: SIGNAL004.wav, level: 10 dB.
pred: fpab1, true: fpab1, file: sa2, noise: SIGNAL012.wav, level: 10 dB.
pred: fjdm2, true: fpac0, file: sa1, noise: SIGNAL020.wav, level: 10 dB.
pred: fgcs0, true: fpac0, file: sa2, noise: SIGNAL011.wav, level: 10 dB.
pred: fpad0, true: fpad0, file: sa1, noise: SIGNAL013.wav, level: 10 dB.
pred: fpad0, true: fpad0, file: sa2, noise: SIGNAL023.wav, level: 10 dB.
pred: fgcs0, true: fpaf0, file: sa1, noise: SIGNAL014.wav, level: 10 dB.
pred: fsag0, true: fpaf0, file: sa2, noise: SIGNAL020.wav, level: 10 dB.
pred: fpas0, true: fpas0, file: sa1, noise: SIGNAL018.wav, level: 10 dB.
pred: fpas0, true: fpas0, file: sa2, noise: SIGNAL024.wav, level: 10 dB.
pred: fpaz0, true: fpaz0, file: sa1, noise: SIGNAL012.wav, level: 10 dB.
pred: fpaz0, true: fpaz0, file: sa2, noise: SIGNAL015.wav, level: 10 dB.
pred: fpjf0, true: fpjf0, file: sa1, noise: SIGNAL024.wav, level: 10 dB.
pred: fjxp0, true: fpjf0, file: sa2, noise: SIGNAL008.wav, level: 10 dB.
pred: fmjf0, true: fpkt0, file: sa1, noise: SIGNAL004.wav, level: 10 dB.
pred: fpkt0, true: fpkt0, file: sa2, noise: SIGNAL024.wav, level: 10 dB.
pred: fcau0, true: fpls0, file: sa1, noise: SIGNAL002.wav, level: 10 dB.
pred: fpls0, true: fpls0, file: sa2, noise: SIGNAL007.wav, level: 10 dB.
pred: fpmy0, true: fpmy0, file: sa1, noise: SIGNAL022.wav, level: 10 dB.
pred: fpmy0, true: fpmy0, file: sa2, noise: SIGNAL016.wav, level: 10 dB.
pred: fexm0, true: fram1, file: sa1, noise: SIGNAL016.wav, level: 10 dB.
pred: fpaz0, true: fram1, file: sa2, noise: SIGNAL013.wav, level: 10 dB.
pred: fjdm2, true: freh0, file: sa1, noise: SIGNAL012.wav, level: 10 dB.
pred: fclt0, true: freh0, file: sa2, noise: SIGNAL008.wav, level: 10 dB.
pred: flhd0, true: frew0, file: sa1, noise: SIGNAL003.wav, level: 10 dB.
pred: fsjs0, true: frew0, file: sa2, noise: SIGNAL021.wav, level: 10 dB.
pred: fexm0, true: frjb0, file: sa1, noise: SIGNAL020.wav, level: 10 dB.
pred: fjdm2, true: frjb0, file: sa2, noise: SIGNAL023.wav, level: 10 dB.
pred: frll0, true: frll0, file: sa1, noise: SIGNAL006.wav, level: 10 dB.
pred: frll0, true: frll0, file: sa2, noise: SIGNAL023.wav, level: 10 dB.
pred: frng0, true: frng0, file: sa1, noise: SIGNAL016.wav, level: 10 dB.
pred: fjdm2, true: frng0, file: sa2, noise: SIGNAL020.wav, level: 10 dB.
pred: fsag0, true: fsag0, file: sa1, noise: SIGNAL019.wav, level: 10 dB.
pred: fsag0, true: fsag0, file: sa2, noise: SIGNAL018.wav, level: 10 dB.
pred: fpaf0, true: fsah0, file: sa1, noise: SIGNAL012.wav, level: 10 dB.
pred: fgmb0, true: fsah0, file: sa2, noise: SIGNAL015.wav, level: 10 dB.
pred: fljd0, true: fsak0, file: sa1, noise: SIGNAL021.wav, level: 10 dB.
pred: fjre0, true: fsak0, file: sa2, noise: SIGNAL024.wav, level: 10 dB.
pred: fdjh0, true: fsbk0, file: sa1, noise: SIGNAL002.wav, level: 10 dB.
pred: fhes0, true: fsbk0, file: sa2, noise: SIGNAL014.wav, level: 10 dB.
pred: fscn0, true: fscn0, file: sa1, noise: SIGNAL019.wav, level: 10 dB.
pred: fbjl0, true: fscn0, file: sa2, noise: SIGNAL019.wav, level: 10 dB.
pred: fjas0, true: fsdc0, file: sa1, noise: SIGNAL023.wav, level: 10 dB.
pred: fpad0, true: fsdc0, file: sa2, noise: SIGNAL005.wav, level: 10 dB.
pred: fjas0, true: fsdj0, file: sa1, noise: SIGNAL014.wav, level: 10 dB.
pred: fsdj0, true: fsdj0, file: sa2, noise: SIGNAL007.wav, level: 10 dB.
pred: fkdw0, true: fsem0, file: sa1, noise: SIGNAL007.wav, level: 10 dB.
pred: fsem0, true: fsem0, file: sa2, noise: SIGNAL004.wav, level: 10 dB.
pred: fsgf0, true: fsgf0, file: sa1, noise: SIGNAL020.wav, level: 10 dB.
pred: flac0, true: fsgf0, file: sa2, noise: SIGNAL020.wav, level: 10 dB.
pred: fdtd0, true: fsjg0, file: sa1, noise: SIGNAL017.wav, level: 10 dB.
pred: fsjg0, true: fsjg0, file: sa2, noise: SIGNAL006.wav, level: 10 dB.
pred: fcjs0, true: fsjk1, file: sa1, noise: SIGNAL011.wav, level: 10 dB.
pred: fltm0, true: fsjk1, file: sa2, noise: SIGNAL022.wav, level: 10 dB.
pred: fsjs0, true: fsjs0, file: sa1, noise: SIGNAL001.wav, level: 10 dB.
pred: fdtd0, true: fsjs0, file: sa2, noise: SIGNAL002.wav, level: 10 dB.
pred: fbjl0, true: fsjw0, file: sa1, noise: SIGNAL010.wav, level: 10 dB.
pred: fsjw0, true: fsjw0, file: sa2, noise: SIGNAL022.wav, level: 10 dB.
pred: fskc0, true: fskc0, file: sa1, noise: SIGNAL010.wav, level: 10 dB.
pred: fskc0, true: fskc0, file: sa2, noise: SIGNAL009.wav, level: 10 dB.
pred: fltm0, true: fskl0, file: sa1, noise: SIGNAL002.wav, level: 10 dB.
pred: fskl0, true: fskl0, file: sa2, noise: SIGNAL018.wav, level: 10 dB.
pred: fnkl0, true: fskp0, file: sa1, noise: SIGNAL003.wav, level: 10 dB.
pred: fnlp0, true: fskp0, file: sa2, noise: SIGNAL015.wav, level: 10 dB.
pred: fbjl0, true: fslb1, file: sa1, noise: SIGNAL011.wav, level: 10 dB.
pred: fslb1, true: fslb1, file: sa2, noise: SIGNAL010.wav, level: 10 dB.
pred: fsls0, true: fsls0, file: sa1, noise: SIGNAL007.wav, level: 10 dB.
pred: fsls0, true: fsls0, file: sa2, noise: SIGNAL024.wav, level: 10 dB.
pred: fsma0, true: fsma0, file: sa1, noise: SIGNAL016.wav, level: 10 dB.
pred: fsma0, true: fsma0, file: sa2, noise: SIGNAL001.wav, level: 10 dB.
pred: fmjf0, true: fsmm0, file: sa1, noise: SIGNAL017.wav, level: 10 dB.
pred: flac0, true: fsmm0, file: sa2, noise: SIGNAL004.wav, level: 10 dB.
pred: fsms1, true: fsms1, file: sa1, noise: SIGNAL005.wav, level: 10 dB.
pred: fhes0, true: fsms1, file: sa2, noise: SIGNAL020.wav, level: 10 dB.
pred: fspm0, true: fspm0, file: sa1, noise: SIGNAL002.wav, level: 10 dB.
pred: fmaf0, true: fspm0, file: sa2, noise: SIGNAL020.wav, level: 10 dB.
pred: fsrh0, true: fsrh0, file: sa1, noise: SIGNAL009.wav, level: 10 dB.
pred: freh0, true: fsrh0, file: sa2, noise: SIGNAL019.wav, level: 10 dB.
pred: fjas0, true: fssb0, file: sa1, noise: SIGNAL002.wav, level: 10 dB.
pred: fljg0, true: fssb0, file: sa2, noise: SIGNAL011.wav, level: 10 dB.
pred: fsxa0, true: fsxa0, file: sa1, noise: SIGNAL023.wav, level: 10 dB.
pred: fsxa0, true: fsxa0, file: sa2, noise: SIGNAL015.wav, level: 10 dB.
pred: ftaj0, true: ftaj0, file: sa1, noise: SIGNAL015.wav, level: 10 dB.
pred: fcal1, true: ftaj0, file: sa2, noise: SIGNAL006.wav, level: 10 dB.
pred: ftbr0, true: ftbr0, file: sa1, noise: SIGNAL012.wav, level: 10 dB.
pred: fmah1, true: ftbr0, file: sa2, noise: SIGNAL004.wav, level: 10 dB.
pred: ftbw0, true: ftbw0, file: sa1, noise: SIGNAL024.wav, level: 10 dB.
pred: ftbw0, true: ftbw0, file: sa2, noise: SIGNAL006.wav, level: 10 dB.
pred: fljd0, true: ftlg0, file: sa1, noise: SIGNAL002.wav, level: 10 dB.
pred: ftlg0, true: ftlg0, file: sa2, noise: SIGNAL022.wav, level: 10 dB.
pred: ftlh0, true: ftlh0, file: sa1, noise: SIGNAL006.wav, level: 10 dB.
pred: ftlh0, true: ftlh0, file: sa2, noise: SIGNAL016.wav, level: 10 dB.
pred: ftmg0, true: ftmg0, file: sa1, noise: SIGNAL005.wav, level: 10 dB.
pred: fslb1, true: ftmg0, file: sa2, noise: SIGNAL004.wav, level: 10 dB.
pred: futb0, true: futb0, file: sa1, noise: SIGNAL024.wav, level: 10 dB.
pred: futb0, true: futb0, file: sa2, noise: SIGNAL009.wav, level: 10 dB.
pred: fsah0, true: fvfb0, file: sa1, noise: SIGNAL013.wav, level: 10 dB.
pred: fvfb0, true: fvfb0, file: sa2, noise: SIGNAL013.wav, level: 10 dB.
pred: fmcm0, true: fvkb0, file: sa1, noise: SIGNAL003.wav, level: 10 dB.
pred: fvkb0, true: fvkb0, file: sa2, noise: SIGNAL013.wav, level: 10 dB.
pred: fdtd0, true: fvmh0, file: sa1, noise: SIGNAL003.wav, level: 10 dB.
pred: fvmh0, true: fvmh0, file: sa2, noise: SIGNAL008.wav, level: 10 dB.
pred: mmlm0, true: mabc0, file: sa1, noise: SIGNAL021.wav, level: 10 dB.
pred: mabc0, true: mabc0, file: sa2, noise: SIGNAL010.wav, level: 10 dB.
pred: mabw0, true: mabw0, file: sa1, noise: SIGNAL019.wav, level: 10 dB.
pred: mabw0, true: mabw0, file: sa2, noise: SIGNAL012.wav, level: 10 dB.
pred: madc0, true: madc0, file: sa1, noise: SIGNAL016.wav, level: 10 dB.
pred: madc0, true: madc0, file: sa2, noise: SIGNAL013.wav, level: 10 dB.
pred: madd0, true: madd0, file: sa1, noise: SIGNAL019.wav, level: 10 dB.
pred: madd0, true: madd0, file: sa2, noise: SIGNAL022.wav, level: 10 dB.
